,Time,Media,Plate,Well,Sample,Strain,Strain2,Phylum,Class,Order,Family,Genus,Phylum_alternative,OD600
856,T120,Glucose,P1.3,H4,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.090099998
857,T120,Glucose,P1.3,H5,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.089500003
858,T120,Glucose,P1.3,H6,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.0876
859,T120,3OMG,P1.3,H7,S43,R332,Root332,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,#REF!,Actinobacteria,0.093000002
860,T120,3OMG,P1.3,H8,S44,R336D2,Root336D2,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,#REF!,Betaproteobacteria,0.247799993
861,T120,3OMG,P1.3,H9,S45,R369,Root369,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.089699998
862,T120,3OMG,P1.3,H10,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.087099999
863,T120,3OMG,P1.3,H11,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.084600002
864,T120,3OMG,P1.3,H12,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.083300002
865,T120,Glucose,P2.1,A1,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.080499999
866,T120,Glucose,P2.1,A2,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.211099997
867,T120,Glucose,P2.1,A3,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.083400004
868,T120,Glucose,P2.1,A4,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.082500003
869,T120,Glucose,P2.1,A5,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.131899998
870,T120,Glucose,P2.1,A6,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.083899997
871,T120,3OMG,P2.1,A7,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.080700003
872,T120,3OMG,P2.1,A8,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.091399997
873,T120,3OMG,P2.1,A9,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.084100001
874,T120,3OMG,P2.1,A10,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.088299997
875,T120,3OMG,P2.1,A11,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.083999999
876,T120,3OMG,P2.1,A12,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.080300003
877,T120,Glucose,P2.1,B1,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.086300001
878,T120,Glucose,P2.1,B2,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.085600004
879,T120,Glucose,P2.1,B3,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.171599999
880,T120,Glucose,P2.1,B4,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.103799999
881,T120,Glucose,P2.1,B5,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.098800004
882,T120,Glucose,P2.1,B6,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.082099997
883,T120,3OMG,P2.1,B7,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.083700001
884,T120,3OMG,P2.1,B8,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.081900001
885,T120,3OMG,P2.1,B9,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.082999997
886,T120,3OMG,P2.1,B10,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.081299998
887,T120,3OMG,P2.1,B11,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.082900003
888,T120,3OMG,P2.1,B12,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.084299996
889,T120,Glucose,P2.1,C1,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.204500005
890,T120,Glucose,P2.1,C2,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.333400011
891,T120,Glucose,P2.1,C3,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.174099997
892,T120,Glucose,P2.1,C4,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.220599994
893,T120,Glucose,P2.1,C5,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.082900003
894,T120,Glucose,P2.1,C6,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.123999998
895,T120,3OMG,P2.1,C7,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.086400002
896,T120,3OMG,P2.1,C8,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.093800001
897,T120,3OMG,P2.1,C9,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.092299998
898,T120,3OMG,P2.1,C10,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.086000003
899,T120,3OMG,P2.1,C11,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.0854
900,T120,3OMG,P2.1,C12,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.083700001
901,T120,Glucose,P2.1,D1,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.196600005
902,T120,Glucose,P2.1,D2,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.286500007
903,T120,Glucose,P2.1,D3,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.0836
904,T120,Glucose,P2.1,D4,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.084100001
905,T120,Glucose,P2.1,D5,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.219400004
906,T120,Glucose,P2.1,D6,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.082599998
907,T120,3OMG,P2.1,D7,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.080300003
908,T120,3OMG,P2.1,D8,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.081200004
909,T120,3OMG,P2.1,D9,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.082000002
910,T120,3OMG,P2.1,D10,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.084899999
911,T120,3OMG,P2.1,D11,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.095899999
912,T120,3OMG,P2.1,D12,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.080799997
913,T120,Glucose,P2.1,E1,S70,R672,Root672,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,0.090700001
914,T120,Glucose,P2.1,E2,S71,R682,Root682,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,#REF!,Actinobacteria,0.082900003
915,T120,Glucose,P2.1,E3,S72,R685,Root685,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.087099999
916,T120,Glucose,P2.1,E4,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.093099996
917,T120,Glucose,P2.1,E5,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.175799996
918,T120,Glucose,P2.1,E6,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.167500004
919,T120,3OMG,P2.1,E7,S70,R672,Root672,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,0.089299999
920,T120,3OMG,P2.1,E8,S71,R682,Root682,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,#REF!,Actinobacteria,0.087300003
921,T120,3OMG,P2.1,E9,S72,R685,Root685,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.084899999
922,T120,3OMG,P2.1,E10,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.0858
923,T120,3OMG,P2.1,E11,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.0845
924,T120,3OMG,P2.1,E12,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.093199998
925,T120,Glucose,P2.1,F1,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.078400001
926,T120,Glucose,P2.1,F2,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.178499997
927,T120,Glucose,P2.1,F3,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.107299998
928,T120,Glucose,P2.1,F4,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.0854
929,T120,Glucose,P2.1,F5,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.140000001
930,T120,Glucose,P2.1,F6,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.093099996
931,T120,3OMG,P2.1,F7,S76,R901,Root901,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.0792
932,T120,3OMG,P2.1,F8,S77,R918,Root918,Actinobacteria,Actinobacteria,Actinomycetales,Promicromonosporaceae,#REF!,Actinobacteria,0.086199999
933,T120,3OMG,P2.1,F9,S78,R930,Root930,Actinobacteria,Actinobacteria,Actinomycetales,Cellulomonadaceae,#REF!,Actinobacteria,0.085199997
934,T120,3OMG,P2.1,F10,S79,R935,Root935,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.087899998
935,T120,3OMG,P2.1,F11,S80,R1203,Root1203,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.084299996
936,T120,3OMG,P2.1,F12,S81,R1212,Root1212,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.082400002
937,T120,Glucose,P2.1,G1,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.088600002
938,T120,Glucose,P2.1,G2,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.123000003
939,T120,Glucose,P2.1,G3,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.194900006
940,T120,Glucose,P2.1,G4,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.097000003
941,T120,Glucose,P2.1,G5,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.082000002
942,T120,Glucose,P2.1,G6,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.134100005
943,T120,3OMG,P2.1,G7,S82,R1220,Root1220,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.087800004
944,T120,3OMG,P2.1,G8,S83,R1240,Root1240,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.097599998
945,T120,3OMG,P2.1,G9,S84,R1252,Root1252,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.193100005
946,T120,3OMG,P2.1,G10,S85,R1280,Root1280,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Moraxellaceae,Acinetobacter,Gammaproteobacteria,0.095700003
947,T120,3OMG,P2.1,G11,S86,R1294,Root1294,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingomonas,Alphaproteobacteria,0.081699997
948,T120,3OMG,P2.1,G12,S87,R1295,Root1295,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.082500003
949,T120,Glucose,P2.1,H1,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.148499995
950,T120,Glucose,P2.1,H2,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.099399999
951,T120,Glucose,P2.1,H3,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.266299993
952,T120,Glucose,P2.1,H4,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.080200002
953,T120,Glucose,P2.1,H5,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.081900001
954,T120,Glucose,P2.1,H6,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.079899997
955,T120,3OMG,P2.1,H7,S88,R1310,Root1310,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.081699997
956,T120,3OMG,P2.1,H8,S89,R1464,Root1464,Actinobacteria,Actinobacteria,Actinomycetales,Microbacteriaceae,Agromyces,Actinobacteria,0.086300001
957,T120,3OMG,P2.1,H9,S90,R1497,Root1497,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Sphingopyxis,Alphaproteobacteria,0.0836
958,T120,3OMG,P2.1,H10,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.079700001
959,T120,3OMG,P2.1,H11,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.078699999
960,T120,3OMG,P2.1,H12,Water,Water,Water,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0.079000004
961,T120,Glucose,P2.2,A1,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.088500001
962,T120,Glucose,P2.2,A2,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.172600001
963,T120,Glucose,P2.2,A3,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.082900003
964,T120,Glucose,P2.2,A4,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.082800001
965,T120,Glucose,P2.2,A5,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.140300006
966,T120,Glucose,P2.2,A6,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.088
967,T120,3OMG,P2.2,A7,S46,R381,Root381,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.083800003
968,T120,3OMG,P2.2,A8,S47,R401,Root401,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.090899996
969,T120,3OMG,P2.2,A9,S48,R418,Root418,Proteobacteria,Betaproteobacteria,Burkholderiales,Oxalobacteraceae,Janthinobacterium,Betaproteobacteria,0.0832
970,T120,3OMG,P2.2,A10,S49,R420,Root420,Bacteroidetes,Flavobacteriia,Flavobacteriales,Flavobacteriaceae,Flavobacterium,Bacteroidetes,0.083999999
971,T120,3OMG,P2.2,A11,S50,R431,Root431,Actinobacteria,Actinobacteria,Actinomycetales,Streptomycetaceae,Streptomyces,Actinobacteria,0.083300002
972,T120,3OMG,P2.2,A12,S51,R436,Root436,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.081299998
973,T120,Glucose,P2.2,B1,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.085500002
974,T120,Glucose,P2.2,B2,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.086999997
975,T120,Glucose,P2.2,B3,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.171499997
976,T120,Glucose,P2.2,B4,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.100699998
977,T120,Glucose,P2.2,B5,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.099100001
978,T120,Glucose,P2.2,B6,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.083400004
979,T120,3OMG,P2.2,B7,S52,R444D2,Root444D2,Firmicutes,Bacilli,Bacillales,Paenibacillaceae,Paenibacillus,Firmicutes,0.0845
980,T120,3OMG,P2.2,B8,S53,R456,Root456,Actinobacteria,Actinobacteria,Actinomycetales,Intrasporangiaceae,#REF!,Actinobacteria,0.083499998
981,T120,3OMG,P2.2,B9,S54,R480,Root480,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.084899999
982,T120,3OMG,P2.2,B10,S55,R482,Root482,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.083800003
983,T120,3OMG,P2.2,B11,S56,R483D1,Root483D1,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.084200002
984,T120,3OMG,P2.2,B12,S57,R487D2Y,Root487D2Y,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Caulobacter,Alphaproteobacteria,0.101199999
985,T120,Glucose,P2.2,C1,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.198799998
986,T120,Glucose,P2.2,C2,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.333299994
987,T120,Glucose,P2.2,C3,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.180500001
988,T120,Glucose,P2.2,C4,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.209000006
989,T120,Glucose,P2.2,C5,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.085100003
990,T120,Glucose,P2.2,C6,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.116999999
991,T120,3OMG,P2.2,C7,S58,R552,Root552,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.086099997
992,T120,3OMG,P2.2,C8,S59,R558,Root558,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Sinorhizobium,Alphaproteobacteria,0.0889
993,T120,3OMG,P2.2,C9,S60,R562,Root562,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.093900003
994,T120,3OMG,P2.2,C10,S61,R564,Root564,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.089400001
995,T120,3OMG,P2.2,C11,S62,R565,Root565,Proteobacteria,Betaproteobacteria,Burkholderiales,Alcaligenaceae,Achromobacter,Betaproteobacteria,0.087200001
996,T120,3OMG,P2.2,C12,S63,R568,Root568,Proteobacteria,Betaproteobacteria,Burkholderiales,Comamonadaceae,#REF!,Betaproteobacteria,0.082999997
997,T120,Glucose,P2.2,D1,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.206300005
998,T120,Glucose,P2.2,D2,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.088600002
999,T120,Glucose,P2.2,D3,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.084700003
1000,T120,Glucose,P2.2,D4,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.0858
1001,T120,Glucose,P2.2,D5,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.224000007
1002,T120,Glucose,P2.2,D6,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.083800003
1003,T120,3OMG,P2.2,D7,S64,R569,Root569,Proteobacteria,Gammaproteobacteria,Pseudomonadales,Pseudomonadaceae,Pseudomonas,Gammaproteobacteria,0.082099997
1004,T120,3OMG,P2.2,D8,S65,R604,Root604,Proteobacteria,Gammaproteobacteria,Xanthomonadales,Xanthomonadaceae,#REF!,Gammaproteobacteria,0.082999997
1005,T120,3OMG,P2.2,D9,S66,R608,Root608,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,Brevundimonas,Alphaproteobacteria,0.084100001
1006,T120,3OMG,P2.2,D10,S67,R635,Root635,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.087200001
1007,T120,3OMG,P2.2,D11,S68,R651,Root651,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Agrobacterium,Alphaproteobacteria,0.096500002
1008,T120,3OMG,P2.2,D12,S69,R670,Root670,Proteobacteria,Alphaproteobacteria,Rhizobiales,Bradyrhizobiaceae,Bosea,Alphaproteobacteria,0.082699999
1009,T120,Glucose,P2.2,E1,S70,R672,Root672,Proteobacteria,Alphaproteobacteria,Sphingomonadales,Sphingomonadaceae,Novosphingobium,Alphaproteobacteria,0.094899997
1010,T120,Glucose,P2.2,E2,S71,R682,Root682,Actinobacteria,Actinobacteria,Actinomycetales,Nocardioidaceae,#REF!,Actinobacteria,0.085699998
1011,T120,Glucose,P2.2,E3,S72,R685,Root685,Proteobacteria,Alphaproteobacteria,Rhizobiales,Hyphomicrobiaceae,#REF!,Alphaproteobacteria,0.088600002
1012,T120,Glucose,P2.2,E4,S73,R695,Root695,Proteobacteria,Alphaproteobacteria,Rhizobiales,Phyllobacteriaceae,Mesorhizobium,Alphaproteobacteria,0.091300003
1013,T120,Glucose,P2.2,E5,S74,R700,Root700,Proteobacteria,Alphaproteobacteria,Caulobacterales,Caulobacteraceae,#REF!,Alphaproteobacteria,0.171599999
1014,T120,Glucose,P2.2,E6,S75,R708,Root708,Proteobacteria,Alphaproteobacteria,Rhizobiales,Rhizobiaceae,Rhizobium,Alphaproteobacteria,0.169200003
