	locus_name	symbol	full_name
13844	AT3G23090	WDL3	WAVE-DAMPENED 2-LIKE 3
13845	AT3G23100	XRCC4	homolog of X-ray repair cross complementing 4
13846	AT3G23110	AtRLP37	receptor like protein 37
13847	AT3G23110	EMB2800	EMBRYO DEFECTIVE 2800
13848	AT3G23110	RLP37	receptor like protein 37
13849	AT3G23120	AtRLP38	receptor like protein 38
13850	AT3G23120	RLP38	receptor like protein 38
13851	AT3G23123	CTNIP5	NULL
13852	AT3G23125	MIR173	microRNA173
13853	AT3G23130	FLO10	FLORAL DEFECTIVE 10
13854	AT3G23130	FON1	FLORAL ORGAN NUMBER 1
13855	AT3G23130	SUP	SUPERMAN
13856	AT3G23140	URO	UPRIGHT ROSETTE
13857	AT3G23150	ETR2	ethylene response 2
13858	AT3G23165	LCR42	low-molecular-weight cysteine-rich 42
13859	AT3G23167	LCR39	low-molecular-weight cysteine-rich 39
13860	AT3G23170	HRM1	HYPOXIA-RESPONSIVE MODULATOR 1
13861	AT3G23170	HUP39	HYPOXIA  RESPONSE UNKNOWN PROTEIN 39
13862	AT3G23170	PRP	Proline/serine-Rich Protein
13863	AT3G23200	CASPL5B3	CASP-like protein 5B3
13864	AT3G23210	bHLH34	basic Helix-Loop-Helix 34
13865	AT3G23210	IDT1	IRON DEFICIENCY TOLERANT1
13866	AT3G23220	ERF95	ethylene response factor 95
13867	AT3G23220	ESE1	ethylene and salt inducible 1
13868	AT3G23230	AtERF98	NULL
13869	AT3G23230	AtTDR1	NULL
13870	AT3G23230	ERF98	Ethylene Response Factor 98
13871	AT3G23230	TDR1	Transcriptional Regulator of Defense Response 1
13872	AT3G23240	AtERF092	NULL
13873	AT3G23240	ERF1	ethylene response factor 1
13874	AT3G23240	ERF1B	NULL
13875	AT3G23250	ATMYB15	MYB DOMAIN PROTEIN 15
13876	AT3G23250	ATY19	NULL
13877	AT3G23250	MYB15	myb domain protein 15
13878	AT3G23270	PRAF6	NULL
13879	AT3G23280	XBAT35	XB3 ortholog 5 in Arabidopsis thaliana
13880	AT3G23290	LSH4	LIGHT SENSITIVE HYPOCOTYLS 4
13881	AT3G23310	NDR3	nuclear Dbf2-related 3
13882	AT3G23325	SF3B5A	NULL
13883	AT3G23326	MIR853A	microRNA853A
13884	AT3G23340	ckl10	casein kinase I-like 10
13885	AT3G23380	RIC5	ROP-interactive CRIB motif-containing protein 5
13886	AT3G23390	eL42z	Ribosomal Protein eL42z
13887	AT3G23390	RPL36aA	RPL36a A
13888	AT3G23400	FBN4	FIBRILLIN4
13889	AT3G23400	FIB4	fibrillin 4
13890	AT3G23410	ATFAO3	ARABIDOPSIS FATTY ALCOHOL OXIDASE 3
13891	AT3G23410	FAO3	fatty alcohol oxidase 3
13892	AT3G23430	ATPHO1	ARABIDOPSIS PHOSPHATE 1
13893	AT3G23430	PHO1	phosphate 1
13894	AT3G23440	EDA6	EMBRYO SAC DEVELOPMENT ARREST 6
13895	AT3G23440	MEE37	MATERNAL EFFECT EMBRYO ARREST 37
13896	AT3G23450	KRATOS	NULL
13897	AT3G23490	CYN	cyanase
13898	AT3G23550	DTX18	DETOXIFICATION 18
13899	AT3G23560	ALF5	ABERRANT LATERAL ROOT FORMATION 5
13900	AT3G23580	RNR2	NULL
13901	AT3G23580	RNR2A	ribonucleotide reductase 2A
13902	AT3G23590	MED33A	NULL
13903	AT3G23590	MED5A	NULL
13904	AT3G23590	RFR1	REF4-related 1
13905	AT3G23610	DSPTP1	dual specificity protein phosphatase 1
13906	AT3G23620	ARPF2	Arabidopsis homolog of yeast Rpf2
13907	AT3G23630	ATIPT7	ARABIDOPSIS THALIANA ISOPENTENYLTRANSFERASE 7
13908	AT3G23630	IPT7	isopentenyltransferase 7
13909	AT3G23635	RTFL13	ROTUNDIFOLIA like 13
13910	AT3G23637	DVL21	DEVIL 21
13911	AT3G23640	HGL1	heteroglycan glucosidase 1
13912	AT3G23660	AtSEC23E	NULL
13913	AT3G23670	KINESIN-12B	NULL
13914	AT3G23670	PAKRP1L	NULL
13915	AT3G23690	CIL2	CIB1 Like protein 2
13916	AT3G23700	SRRP1	S1 RNA-binding ribosomal protein 1
13917	AT3G23710	AtTic22-III	translocon at the inner envelope membrane of chloroplasts 22-III
13918	AT3G23710	Tic22-III	translocon at the inner envelope membrane of chloroplasts 22-III
13919	AT3G23715	SCRL13	SCR-like 13
13920	AT3G23727	SCRL12	SCR-like 12
13921	AT3G23730	XTH16	xyloglucan endotransglucosylase/hydrolase 16
13922	AT3G23750	BARK1	BAK1-Associating Receptor-Like Kinase 1
13923	AT3G23750	TMK4	TRANS-MEMBRANE KINASE 4
13924	AT3G23780	DMS2	DEFECTIVE IN MERISTEM SILENCING 2
13925	AT3G23780	DRD2	NULL
13926	AT3G23780	NRPD2	NULL
13927	AT3G23780	NRPD2A	nuclear RNA polymerase D2A
13928	AT3G23780	NRPE2	NULL
13929	AT3G23780	OCP1	OVEREXPRESSOR OF CATIONIC PEROXIDASE 1
13930	AT3G23790	AAE16	acyl activating enzyme 16
13931	AT3G23800	SBP3	selenium-binding protein 3
13932	AT3G23805	RALFL24	ralf-like 24
13933	AT3G23810	ATSAHH2	S-ADENOSYL-L-HOMOCYSTEINE (SAH) HYDROLASE 2
13934	AT3G23810	SAHH2	S-adenosyl-l-homocysteine (SAH) hydrolase 2
13935	AT3G23820	GAE6	UDP-D-glucuronate 4-epimerase 6
13936	AT3G23830	AtGRP4	NULL
13937	AT3G23830	GR-RBP4	NULL
13938	AT3G23830	GRP4	glycine-rich RNA-binding protein 4
13939	AT3G23830	RBGA4	RNA-binding glycine-rich protein A4
13940	AT3G23840	AtPNP-R1	NULL
13941	AT3G23840	CER26-LIKE	CER26-LIKE
13942	AT3G23840	PNP-R1	NULL
13943	AT3G23860	GPR1	GTP-BINDING PROTEIN RELATED1
13944	AT3G23870	ENOR3L2	NULL
13945	AT3G23890	ATTOPII	NULL
13946	AT3G23890	TOPII	topoisomerase II
13947	AT3G23900	IRR	IMMUNOREGULATORY RNA-BINDING PROTEIN
13948	AT3G23920	AtBAM1	NULL
13949	AT3G23920	BAM1	beta-amylase 1
13950	AT3G23920	BMY7	BETA-AMYLASE 7
13951	AT3G23920	TR-BAMY	NULL
13952	AT3G23940	DHAD	Dihydroxyacid dehydratase
13953	AT3G23980	BLI	BLISTER
13954	AT3G23980	KOS1	KOLD SENSITIV 1
13955	AT3G23990	HSP60	heat shock protein 60
13956	AT3G23990	HSP60-3B	HEAT SHOCK PROTEIN 60-3B
13957	AT3G24010	ATING1	ARABIDOPSIS THALIANA INHIBITOR OF GROWTH 1
13958	AT3G24010	ING1	INHIBITOR OF GROWTH 1
13959	AT3G24050	GATA1	GATA transcription factor 1
13960	AT3G24090	GFAT	L-glutamine D-fructose-6-phosphate amidotransferase
13961	AT3G24090	GFAT1	glutamine:fructose-6-phosphate-amidotransferase 1
13962	AT3G24100	BIA	NULL
13963	AT3G24120	PHL2	PHR1-like 2
13964	AT3G24140	FMA	FAMA
13965	AT3G24150	KIX8	kinase-inducible domain interacting8
13966	AT3G24160	PMP	putative type 1 membrane protein
13967	AT3G24170	ATGR1	glutathione-disulfide reductase
13968	AT3G24170	GR1	glutathione-disulfide reductase
13969	AT3G24190	ABC1K6	NULL
13970	AT3G24200	COQ6	NULL
13971	AT3G24220	ATNCED6	NINE-CIS-EPOXYCAROTENOID DIOXYGENASE 6
13972	AT3G24220	NCED6	nine-cis-epoxycarotenoid dioxygenase 6
13973	AT3G24225	ATCLE19	NULL
13974	AT3G24225	CLE19	CLAVATA3/ESR-RELATED 19
13975	AT3G24225	ESR19	EMBRYO SURROUNDING REGION 19
13976	AT3G24240	RGFR1	NULL
13977	AT3G24240	RGI1	RGF1 INSENSITIVE 1
13978	AT3G24270	APUM25	pumilio 25
13979	AT3G24270	PUM25	pumilio 25
13980	AT3G24280	SMAP2	small acidic protein 2
13981	AT3G24290	AMT1;5	ammonium transporter 1;5
13982	AT3G24300	AMT1;3	ammonium transporter 1;3
13983	AT3G24300	ATAMT1;3	AMMONIUM TRANSPORTER 1;3
13984	AT3G24310	ATMYB71	MYB DOMAIN PROTEIN 71
13985	AT3G24310	MYB305	myb domain protein 305
13986	AT3G24310	MYB71	NULL
13987	AT3G24315	AtSec20	NULL
13988	AT3G24315	SEC20	NULL
13989	AT3G24320	ATMSH1	NULL
13990	AT3G24320	CHM	CHLOROPLAST MUTATOR
13991	AT3G24320	CHM1	NULL
13992	AT3G24320	MSH1	MUTL protein homolog 1
13993	AT3G24340	CHR40	chromatin remodeling 40
13994	AT3G24340	CLSY4	CLASSY4
13995	AT3G24350	ATSYP32	NULL
13996	AT3G24350	SYP32	syntaxin of plants  32
13997	AT3G24400	AtPERK2	proline-rich extensin-like receptor kinase 2
13998	AT3G24400	PERK2	proline-rich extensin-like receptor kinase 2
13999	AT3G24420	DLK2	D14-LIKE2
14000	AT3G24430	HCF101	HIGH-CHLOROPHYLL-FLUORESCENCE 101
14001	AT3G24440	VIL1	VIN3-LIKE 1
14002	AT3G24440	VRN5	VERNALIZATION 5
14003	AT3G24450	AtHMP27	HEAVY METAL ASSOCIATED PROTEIN 27
14004	AT3G24480	LRX4	leucine-rich repeat extensin 4
14005	AT3G24495	ATMSH7	ARABIDOPSIS THALIANA MUTS HOMOLOG 7
14006	AT3G24495	MSH6-2	MUTS HOMOLOG 6-2
14007	AT3G24495	MSH7	MUTS homolog 7
14008	AT3G24500	ATMBF1C	NULL
14009	AT3G24500	MBF1C	multiprotein bridging factor 1C
14010	AT3G24503	ALDH1A	aldehyde dehydrogenase 1A
14011	AT3G24503	ALDH2C4	aldehyde dehydrogenase 2C4
14012	AT3G24503	REF1	REDUCED EPIDERMAL FLUORESCENCE1
14013	AT3G24506	CGL20B	CONSERVED ONLY IN THE GREEN LINEAGE20B
14014	AT3G24515	UBC37	ubiquitin-conjugating enzyme 37
14015	AT3G24520	AT-HSFC1	NULL
14016	AT3G24520	HSFC1	heat shock transcription factor  C1
14017	AT3G24540	AtPERK3	proline-rich extensin-like receptor kinase 3
14018	AT3G24540	PERK3	proline-rich extensin-like receptor kinase 3
14019	AT3G24550	ATPERK1	proline-rich extensin-like receptor kinase 1
14020	AT3G24550	PERK1	proline-rich extensin-like receptor kinase 1
14021	AT3G24560	RSY3	RASPBERRY 3
14022	AT3G24570	MVP17	NULL
14023	AT3G24590	PLSP1	plastidic type i signal peptidase 1
14024	AT3G24600	NHL41	NULL
14025	AT3G24620	ATROPGEF8	NULL
14026	AT3G24620	ROPGEF8	ROP (rho of plants) guanine nucleotide exchange factor 8
14027	AT3G24630	TRM34	TON1 Recruiting Motif 34
14028	AT3G24650	ABI3	ABA INSENSITIVE 3
14029	AT3G24650	ABI3	ABSCISIC ACID INSENSITIVE 3
14030	AT3G24650	AtABI3	NULL
14031	AT3G24650	SIS10	SUGAR INSENSITIVE 10
14032	AT3G24660	TMKL1	transmembrane kinase-like 1
14033	AT3G24715	HCR1	Hydraulic Conductivity of Root 1
14034	AT3G24730	DROL1	DEFECTIVE REPRESSION OF OLE3::LUC 1
14035	AT3G24750	LAZY5	NULL
14036	AT3G24770	CLE41	CLAVATA3/ESR-RELATED 41
14037	AT3G24790	PBL25	PBS1-Like 25
14038	AT3G24800	PRT1	proteolysis 1
14039	AT3G24810	ICK3	NULL
14040	AT3G24810	KRP5	kip-related protein 5
14041	AT3G24830	uL13y	Ribosomal Protein uL13y
14042	AT3G24860	AST1	Arabidopsis SIP1 clade Trihelix1
14043	AT3G24870	AtEAF1B	NULL
14044	AT3G24880	AtEAF1A	NULL
14045	AT3G24890	ATVAMP728	NULL
14046	AT3G24890	VAMP728	vesicle-associated membrane protein 728
14047	AT3G24900	AtRLP39	receptor like protein 39
14048	AT3G24900	RLP39	receptor like protein 39
14049	AT3G24982	ATRLP40	receptor like protein 40
14050	AT3G24982	RLP40	receptor like protein 40
14051	AT3G25010	AtRLP41	receptor like protein 41
14052	AT3G25010	RLP41	receptor like protein 41
14053	AT3G25020	AtRLP42	receptor like protein 42
14054	AT3G25020	RBPG1	response to Botrytis polygalacturonases 1
14055	AT3G25020	RLP42	receptor like protein 42
14056	AT3G25040	ERD2B	endoplasmic reticulum retention defective 2B
14057	AT3G25050	AtXTH3	NULL
14058	AT3G25050	XTH3	xyloglucan endotransglucosylase/hydrolase 3
14059	AT3G25060	MEF25	mitochondrial RNA editing factor 25
14060	AT3G25070	AtRIN4	NULL
14061	AT3G25070	RIN4	RPM1 interacting protein 4
14062	AT3G25100	CDC45	cell division cycle 45
14063	AT3G25110	AtFaTA	fatA acyl-ACP thioesterase
14064	AT3G25110	FaTA	fatA acyl-ACP thioesterase
14065	AT3G25110	FATA1	fatA acyl-ACP thioesterase 1
14066	AT3G25140	GAUT8	GALACTURONOSYLTRANSFERASE 8
14067	AT3G25140	QUA1	QUASIMODO 1
14068	AT3G25150	AtG3BP-3	NULL
14069	AT3G25150	AtG3BP6	NULL
14070	AT3G25165	RALFL25	ralf-like 25
14071	AT3G25170	RALFL26	ralf-like 26
14072	AT3G25180	CYP82G1	"cytochrome P450, family 82, subfamily G, polypeptide 1"
14073	AT3G25190	AtVTL5	NULL
14074	AT3G25190	VTL5	Vacuolar Iron Transporter-Like 5
14075	AT3G25200	AtDOB1	DUF295 Organellar B 1
14076	AT3G25220	FKBP15-1	FK506-binding protein 15 kD-1
14077	AT3G25230	ATFKBP62	NULL
14078	AT3G25230	FKBP62	FK506 BINDING PROTEIN 62
14079	AT3G25230	ROF1	rotamase FKBP 1
14080	AT3G25240	RXR1	NULL
14081	AT3G25250	AGC2	NULL
14082	AT3G25250	AGC2-1	AGC2 kinase 1
14083	AT3G25250	AtOXI1	NULL
14084	AT3G25250	OXI1	oxidative signal-inducible1
14085	AT3G25260	AtNPF4.1	NULL
14086	AT3G25260	NPF4.1	NRT1/ PTR family 4.1
14087	AT3G25265	LCR4	low-molecular-weight cysteine-rich 4
14088	AT3G25280	AtNPF4.2	NULL
14089	AT3G25280	NPF4.2	NRT1/ PTR family 4.2
14090	AT3G25420	scpl21	serine carboxypeptidase-like 21
14091	AT3G25430	RRD1	NULL
14092	AT3G25500	AFH1	formin homology 1
14093	AT3G25500	AHF1	NULL
14094	AT3G25500	ATFH1	ARABIDOPSIS THALIANA FORMIN HOMOLOGY 1
14095	AT3G25500	FH1	FORMIN HOMOLOGY 1
14096	AT3G25520	ATL5	ribosomal protein L5
14097	AT3G25520	OLI5	OLIGOCELLULA 5
14098	AT3G25520	PGY3	PIGGYBACK3
14099	AT3G25520	RPL5A	RIBOSOMAL PROTEIN L5 A
14100	AT3G25520	uL18z	Ribosomal Protein uL18z
14101	AT3G25530	ATGHBDH	NULL
14102	AT3G25530	AtGLYR1	NULL
14103	AT3G25530	GHBDH	NULL
14104	AT3G25530	GLYR1	glyoxylate reductase 1
14105	AT3G25530	GR1	GLYOXYLATE REDUCTASE 1
14106	AT3G25540	LAG1	LAG One Homologue 1
14107	AT3G25540	LOH1	LAG One Homologue 1
14108	AT3G25545	PBAC1	NULL
14109	AT3G25560	AtNIK2	NULL
14110	AT3G25560	NIK2	NSP-interacting kinase 2
14111	AT3G25570	SAMDC3	S-adenosylmethionine decarboxylase 3
14112	AT3G25585	AAPT2	aminoalcoholphosphotransferase
14113	AT3G25585	ATAAPT2	NULL
14114	AT3G25600	CML16	CALMODULIN LIKE 16
14115	AT3G25610	ALA10	Aminophospholipid ATPase10
14116	AT3G25620	ABCG21	ATP-binding cassette G21
14117	AT3G25650	ASK15	SKP1-like 15
14118	AT3G25650	SK15	SKP1-like 15
14119	AT3G25655	IDL1	inflorescence deficient in abscission (IDA)-like 1
14120	AT3G25690	AtCHUP1	Arabidopsis thaliana CHLOROPLAST UNUSUAL POSITIONING 1
14121	AT3G25690	CHUP1	CHLOROPLAST UNUSUAL POSITIONING 1
14122	AT3G25710	ATAIG1	NULL
14123	AT3G25710	BHLH32	basic helix-loop-helix 32
14124	AT3G25710	TMO5	TARGET OF MONOPTEROS 5
14125	AT3G25717	DVL6	DEVIL 6
14126	AT3G25717	RTFL16	ROTUNDIFOLIA like 16
14127	AT3G25730	EDF3	ethylene response DNA binding factor 3
14128	AT3G25740	MAP1B	methionine aminopeptidase 1C
14129	AT3G25740	MAP1C	METHIONINE AMINOPEPTIDASE 1C
14130	AT3G25750	AtFDA17	F-box/DUF295 Ancestral 17
14131	AT3G25760	AOC1	allene oxide cyclase 1
14132	AT3G25760	ERD12	early-responsive to dehydration 12
14133	AT3G25770	AOC2	allene oxide cyclase 2
14134	AT3G25780	AOC3	allene oxide cyclase 3
14135	AT3G25790	HHO1	HRS1 homologue 1
14136	AT3G25790	NIGT1.3	"NITRATE-INDUCIBLE, GARP-TYPE TRANSCRIPTIONAL REPRESSOR 1/HYPERSENSITIVE TO LOW Pi-ELICITED PRIMARY ROOT SHORTENING 1.3"
14137	AT3G25795	sORF27	short open reading frame 27
14138	AT3G25795	TAS4	trans acting siRNA 4
14139	AT3G25800	PDF1	NULL
14140	AT3G25800	PP2AA2	protein phosphatase 2A  subunit A2
14141	AT3G25800	PR 65	NULL
14142	AT3G25820	ATTPS-CIN	"terpene synthase-like sequence-1,8-cineole"
14143	AT3G25820	TPS-CIN	"terpene synthase-like sequence-1,8-cineole"
14144	AT3G25820	TPS23	NULL
14145	AT3G25830	ATTPS-CIN	"terpene synthase-like sequence-1,8-cineole"
14146	AT3G25830	TPS-CIN	"terpene synthase-like sequence-1,8-cineole"
14147	AT3G25830	TPS27	NULL
14148	AT3G25840	PRP4KA	Pre-mRNA PROCESSING FACTOR 4 KINASE A
14149	AT3G25855	AtHMP28	HEAVY METAL ASSOCIATED PROTEIN 28
14150	AT3G25860	LTA2	NULL
14151	AT3G25860	PLE2	PLASTID E2 SUBUNIT OF PYRUVATE DECARBOXYLASE
14152	AT3G25882	NIMIN-2	NIM1-interacting 2
14153	AT3G25890	CRF11	cytokinin response factor 11
14154	AT3G25900	ATHMT-1	NULL
14155	AT3G25900	HMT-1	NULL
14156	AT3G25905	CLE27	CLAVATA3/ESR-RELATED 27
14157	AT3G25910	SIZ1	SALT INDUCED ZINC FINGER PROTEIN1
14158	AT3G25920	RPL15	ribosomal protein L15
14159	AT3G25920	uL15c	Ribosomal Protein uL15c
14160	AT3G25980	AtMAD2	NULL
14161	AT3G25980	MAD2	MITOTIC ARREST-DEFICIENT 2
14162	AT3G26000	RIFP1	RCAR3  INTERACTING  F-BOX  PROTEIN  1
14163	AT3G26020	PP2ABETA	NULL
14164	AT3G26030	ATB DELTA	serine/threonine protein phosphatase 2A 55 kDa regulatory subunit B prime delta
14165	AT3G26060	ATPRX Q	NULL
14166	AT3G26060	PRXQ	peroxiredoxin Q
14167	AT3G26070	FBN3a	FIBRILLIN3a
14168	AT3G26080	FBN3b	FIBRILLIN3b
14169	AT3G26090	ATRGS1	REGULATOR OF G-PROTEIN SIGNALING 1
14170	AT3G26090	RGS1	REGULATOR OF G-PROTEIN SIGNALING 1
14171	AT3G26120	TEL1	terminal EAR1-like 1
14172	AT3G26125	CYP86C2	"cytochrome P450, family 86, subfamily C, polypeptide 2"
14173	AT3G26150	CYP71B16	"cytochrome P450, family 71, subfamily B, polypeptide 16"
14174	AT3G26160	CYP71B17	"cytochrome P450, family 71, subfamily B, polypeptide 17"
14175	AT3G26165	CYP71B18	"cytochrome P450, family 71, subfamily B, polypeptide 18"
14176	AT3G26170	CYP71B19	"cytochrome P450, family 71, subfamily B, polypeptide 19"
14177	AT3G26180	CYP71B20	"cytochrome P450, family 71, subfamily B, polypeptide 20"
14178	AT3G26190	CYP71B21	"cytochrome P450, family 71, subfamily B, polypeptide 21"
14179	AT3G26200	CYP71B22	"cytochrome P450, family 71, subfamily B, polypeptide 22"
14180	AT3G26210	CYP71B23	"cytochrome P450, family 71, subfamily B, polypeptide 23"
14181	AT3G26220	CYP71B3	"cytochrome P450, family 71, subfamily B, polypeptide 3"
14182	AT3G26230	CYP71B24	"cytochrome P450, family 71, subfamily B, polypeptide 24"
14183	AT3G26270	CYP71B25	"cytochrome P450, family 71, subfamily B, polypeptide 25"
14184	AT3G26280	CYP71B4	"cytochrome P450, family 71, subfamily B, polypeptide 4"
14185	AT3G26290	CYP71B26	"cytochrome P450, family 71, subfamily B, polypeptide 26"
14186	AT3G26295	CYP71B33	"cytochrome P450, family 71, subfamily B, polypeptide 33"
14187	AT3G26300	CYP71B34	"cytochrome P450, family 71, subfamily B, polypeptide 34"
14188	AT3G26310	CYP71B35	"cytochrome P450, family 71, subfamily B, polypeptide 35"
14189	AT3G26320	CYP71B36	"cytochrome P450, family 71, subfamily B, polypeptide 36"
14190	AT3G26330	CYP71B37	"cytochrome P450, family 71, subfamily B, polypeptide 37"
14191	AT3G26360	bS21m	Ribosomal Protein bS21m
14192	AT3G26370	PAGR	ectic ArabinoGalactan synthesis-Related
14193	AT3G26380	APSE	ARAPASE
14194	AT3G26400	EIF4B1	eukaryotic translation initiation factor 4B1
14195	AT3G26410	AtTRM11	NULL
14196	AT3G26410	TRM11	tRNA modification 11
14197	AT3G26420	ATRZ-1A	NULL
14198	AT3G26420	RBGB2	RNA-binding glycine-rich protein B2
14199	AT3G26420	RZ-1A	RZ-1A
14200	AT3G26430	GGL20	NULL
14201	AT3G26490	NPY7	NULL
14202	AT3G26500	PIRL2	plant intracellular ras group-related LRR 2
14203	AT3G26520	GAMMA-TIP2	NULL
14204	AT3G26520	SITIP	SALT-STRESS INDUCIBLE TONOPLAST INTRINSIC PROTEIN
14205	AT3G26520	TIP1;2	NULL
14206	AT3G26520	TIP2	tonoplast intrinsic protein 2
14207	AT3G26570	ORF02	NULL
14208	AT3G26570	PHT2;1	phosphate transporter 2;1
14209	AT3G26600	ARO4	armadillo repeat only 4
14210	AT3G26610	PGX1	POLYGALACTURONASE INVOLVED IN EXPANSION 1
14211	AT3G26612	sORF28	short open reading frame 28
14212	AT3G26618	ERF1-3	eukaryotic release factor 1-3
14213	AT3G26620	LBD23	LOB domain-containing protein 23
14214	AT3G26640	LWD2	LIGHT-REGULATED WD 2
14215	AT3G26650	GAPA	glyceraldehyde 3-phosphate dehydrogenase A subunit
14216	AT3G26650	GAPA-1	GLYCERALDEHYDE 3-PHOSPHATE DEHYDROGENASE A SUBUNIT 1
14217	AT3G26650	GAPA1	NULL
14218	AT3G26660	LBD24	LOB domain-containing protein 24
14219	AT3G26680	ATSNM1	SENSITIVE TO NITROGEN MUSTARD 1
14220	AT3G26680	SNM1	SENSITIVE TO NITROGEN MUSTARD 1
14221	AT3G26690	ATNUDT13	ARABIDOPSIS THALIANA NUDIX HYDROLASE HOMOLOG 13
14222	AT3G26690	ATNUDX13	nudix hydrolase homolog 13
14223	AT3G26690	NUDX13	nudix hydrolase homolog 13
14224	AT3G26710	CCB1	cofactor assembly of complex C
14225	AT3G26740	CCL	CCR-like
14226	AT3G26744	ATICE1	A. THALIANA INDUCER OF CBP EXPRESSION 1
14227	AT3G26744	ICE1	INDUCER OF CBF EXPRESSION 1
14228	AT3G26744	SCREAM	
14229	AT3G26744	SCRM	SCREAM
14230	AT3G26780	MEF14	mitochondrial editing factor 14
14231	AT3G26790	FUS3	FUSCA3
14232	AT3G26810	AFB2	auxin signaling F-box 2
14233	AT3G26812	MIR169I	microRNA169I
14234	AT3G26813	MIR169J	microRNA169J
14235	AT3G26815	MIR169K	microRNA169K
14236	AT3G26816	MIR169L	microRNA169L
14237	AT3G26818	MIR169M	microRNA169M
14238	AT3G26819	MIR169N	microRNA169N
14239	AT3G26820	ELT3	NULL
14240	AT3G26830	CYP71B15	NULL
14241	AT3G26830	PAD3	PHYTOALEXIN DEFICIENT 3
14242	AT3G26840	PES2	phytyl ester synthase 2
14243	AT3G26900	ATSKL1	Arabidopsis thaliana shikimate kinase-like 1
14244	AT3G26900	SKL1	shikimate kinase-like 1
14245	AT3G26932	DRB3	dsRNA-binding protein 3
14246	AT3G26940	CDG1	CONSTITUTIVE DIFFERENTIAL GROWTH 1
14247	AT3G26980	MUB4	membrane-anchored ubiquitin-fold protein 4 precursor
14248	AT3G27000	ARP2	actin related protein 2
14249	AT3G27000	ATARP2	ACTIN RELATED PROTEIN 2
14250	AT3G27000	WRM	WURM
14251	AT3G27010	AT-TCP20	"ARABIDOPSIS THALIANA TEOSINTE BRANCHED 1, CYCLOIDEA, PCF (TCP)-DOMAIN FAMILY PROTEIN 20"
14252	AT3G27010	ATTCP20	NULL
14253	AT3G27010	PCF1	NULL
14254	AT3G27010	TCP20	"TEOSINTE BRANCHED 1, cycloidea, PCF (TCP)-domain family protein 20"
14255	AT3G27020	AtYSL6	NULL
14256	AT3G27020	YSL6	YELLOW STRIPE like 6
14257	AT3G27025	LAZY6	NULL
14258	AT3G27060	ATTSO2	NULL
14259	AT3G27060	TSO2	TSO MEANING UGLY IN CHINESE 2
14260	AT3G27070	TOM20-1	translocase outer membrane 20-1
14261	AT3G27080	TOM20-3	translocase of outer membrane 20 kDa subunit 3
14262	AT3G27090	NRP2	Asparagine-rich protein 2
14263	AT3G27100	ENY2	NULL
14264	AT3G27110	PGM48	NULL
14265	AT3G27120	FIGL1	FIDGETIN-LIKE 1
14266	AT3G27160	bS21c	Ribosomal Protein bS21c
14267	AT3G27160	GHS1	GLUCOSE HYPERSENSITIVE 1
14268	AT3G27160	LPE2	LOW PHOTOSYNTHETIC EFFICIENCY2
14269	AT3G27160	RPS21	NULL
14270	AT3G27170	ATCLC-B	NULL
14271	AT3G27170	CLC-B	chloride channel B
14272	AT3G27190	UCK2	uridine/cytidine kinase 2
14273	AT3G27190	UKL2	uridine kinase-like 2
14274	AT3G27220	HUP6	HYPOXIA  RESPONSE UNKNOWN PROTEIN 6
14275	AT3G27240	Cyc1-1	NULL
14276	AT3G27250	AITR1	NULL
14277	AT3G27250	DIL4	DIG-like 4
14278	AT3G27250	SFL6	SEED DORMANCY FOUR-LIKE 6
14279	AT3G27260	GTE8	global transcription factor group E8
14280	AT3G27280	ATPHB4	prohibitin 4
14281	AT3G27280	PHB4	prohibitin 4
14282	AT3G27280	TIM15-3	NULL
14283	AT3G27300	G6PD5	glucose-6-phosphate dehydrogenase 5
14284	AT3G27310	PUX1	plant UBX domain-containing protein 1
14285	AT3G27325	PGAP1	NULL
14286	AT3G27360	H3.1	histone 3.1
14287	AT3G27360	HTR3	NULL
14288	AT3G27380	SDH2-1	succinate dehydrogenase 2-1
14289	AT3G27400	PLL18	NULL
14290	AT3G27430	PBB1	NULL
14291	AT3G27440	UKL5	uridine kinase-like 5
14292	AT3G27460	AtSGF29a	NULL
14293	AT3G27460	SGF29a	SaGa associated Factor 29 a
14294	AT3G27490	GSR1	GermoStatin Resistance locus 1
14295	AT3G27503	SCRL19	SCR-like 19
14296	AT3G27530	GC6	golgin candidate 6
14297	AT3G27530	MAG4	MAIGO 4
14298	AT3G27550	CFM9	NULL
14299	AT3G27560	ATN1	NULL
14300	AT3G27580	ATPK7	NULL
14301	AT3G27580	D6PKL3	D6 PROTEIN KINASE LIKE 3
14302	AT3G27620	AOX1C	alternative oxidase 1C
14303	AT3G27630	SMR7	SIAMESE-RELATED 7
14304	AT3G27650	LBD25	LOB domain-containing protein 25
14305	AT3G27660	OLE3	OLEOSIN 3
14306	AT3G27660	OLEO4	oleosin 4
14307	AT3G27670	CER13	NULL
14308	AT3G27670	CER13	ECERIFERUM 13
14309	AT3G27670	RST1	RESURRECTION1
14310	AT3G27690	DEG13	NULL
14311	AT3G27690	LHCB2	LIGHT-HARVESTING CHLOROPHYLL B-BINDING 2
14312	AT3G27690	LHCB2.3	photosystem II light harvesting complex gene 2.3
14313	AT3G27690	LHCB2.4	NULL
14314	AT3G27700	AtC3H41	NULL
14315	AT3G27710	ARARI3	ARABIDOPSIS ARIADNE 3
