TranscriptID	Control_3OMG_F16_1	Control_3OMG_F16_2	Control_3OMG_F16_3	Control_3OMG_F16_4	Control_Water_F16_1	Control_Water_F16_2	Control_Water_F16_3	Plant_3OMG_F16_1	Plant_3OMG_F16_2	Plant_3OMG_F16_3	Plant_3OMG_F16_4	m3OMG_microbeFree_1	m3OMG_microbeFree_2	m3OMG_microbeFree_3	m3OMG_microbeFree_4	Plant_Water_F16_1	Plant_Water_F16_2	Plant_Water_F16_3	Plant_Water_F16_4	water_microbeFree_1	water_microbeFree_2	water_microbeFree_3	water_microbeFree_4
gene_1526	216	260	177	304	282	382	316	25	39	37	18	0	0	0	0	73	43	116	56	0	0	0	0
gene_1531	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1535	195	182	135	252	246	273	314	33	28	31	29	0	0	0	0	87	44	68	58	0	0	0	0
gene_1541	5	7	3	1	3	2	1	0	3	1	2	0	0	0	0	4	1	1	1	0	0	0	0
gene_1547	128	100	77	133	61	80	109	41	45	58	20	0	0	0	0	28	35	45	34	0	0	0	0
gene_1554	15	22	13	28	46	35	54	4	8	10	1	0	0	0	0	12	5	9	8	0	0	0	0
gene_1558	76	54	43	75	90	74	113	12	33	25	15	0	0	0	0	41	6	19	32	0	0	0	0
gene_1561	186	197	124	222	160	218	288	47	71	81	55	0	0	0	0	119	43	98	123	0	0	0	0
gene_1566	0	0	0	2	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1577	4	10	4	9	15	9	14	11	21	25	13	0	0	0	0	4	2	7	5	0	0	0	0
gene_1604	0	7	0	2	0	5	5	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0
gene_1624	348	375	226	415	391	500	503	82	102	127	95	23	14	9	0	236	87	178	127	3	5	9	8
gene_1636	1095	992	721	1201	1149	1425	1488	290	455	405	279	0	0	0	0	364	408	563	489	0	0	0	0
gene_1652	125	146	119	264	97	134	131	18	44	42	42	0	0	0	0	116	48	121	109	0	0	0	0
gene_1655	24	12	16	18	13	40	23	3	5	2	0	0	0	0	0	6	0	1	7	0	0	0	0
gene_1656	53	32	26	40	44	60	60	4	10	4	5	0	0	0	0	15	4	11	13	0	0	0	0
gene_1658	29	38	35	69	68	64	48	10	6	10	5	0	0	0	0	12	4	19	18	0	0	0	0
gene_1675	5	3	4	2	6	1	11	1	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0
gene_1689	92	58	48	72	80	84	104	4	11	16	5	0	0	0	0	37	8	13	6	0	0	0	0
gene_1694	0	0	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1696	14	6	1	4	1	5	4	0	2	2	0	0	0	0	0	3	0	3	1	0	0	0	0
gene_1699	0	2	7	6	5	9	3	1	0	0	1	0	0	0	0	4	3	1	0	0	0	0	0
gene_1722	18	25	10	16	41	46	50	6	11	12	9	0	0	0	0	25	10	16	12	0	0	0	0
gene_1723	35	33	32	55	30	41	57	6	12	2	3	0	0	0	0	25	11	14	10	0	0	0	0
gene_1738	3	2	5	5	0	6	4	3	6	2	2	0	0	0	0	3	0	3	1	0	0	0	0
gene_1750	25	18	16	21	32	39	54	3	9	12	7	0	0	0	0	32	7	28	11	0	0	0	0
gene_1751	60	63	37	74	45	53	54	13	25	19	15	0	0	0	0	38	16	29	15	0	0	0	0
gene_1796	79	63	62	76	66	122	107	31	53	35	40	0	0	0	0	86	26	58	36	0	0	0	0
gene_1809	454	533	307	445	505	620	604	12	13	10	9	0	0	0	0	21	16	36	31	0	0	0	0
gene_1837	57	78	84	106	130	253	238	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0
gene_1838	13	16	3	14	16	20	22	2	7	7	1	0	0	0	0	4	5	11	5	0	0	0	0
gene_1865	158	108	101	184	114	119	134	28	56	52	40	0	0	0	0	141	46	77	67	0	0	0	0
gene_1890	99	100	67	97	127	134	122	0	3	1	0	0	0	0	0	3	1	5	1	0	0	0	0
gene_1906	3	7	2	7	12	8	3	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_1921	115	138	94	173	144	146	179	20	35	33	26	0	0	0	0	57	38	68	38	0	0	0	0
gene_1925	7	10	15	9	16	14	21	2	3	1	2	0	0	0	0	15	1	6	2	0	0	0	0
gene_1941	3	6	8	8	6	8	10	1	0	0	0	0	0	0	0	8	0	2	0	0	0	0	0
gene_1957	35	40	33	47	66	67	50	9	15	12	12	0	0	0	0	24	21	22	21	0	0	0	0
gene_1982	74	77	80	83	75	109	114	20	45	50	47	0	0	0	0	79	46	68	38	0	0	0	0
gene_1994	106	95	68	79	109	110	109	4	41	24	24	0	0	0	0	38	17	39	20	0	0	0	0
gene_2010	96	61	57	83	69	114	81	15	15	12	15	0	0	0	0	40	16	28	23	0	0	0	0
gene_2038	22	15	12	16	4	13	7	0	2	2	6	0	0	0	0	9	1	2	8	0	0	0	0
gene_2039	20	43	30	51	19	58	45	12	18	14	19	0	0	0	0	57	21	42	26	0	0	0	0
gene_2053	17	21	15	14	23	24	27	5	10	7	5	0	0	0	0	13	4	15	2	0	0	0	0
gene_2063	34	29	52	37	51	46	81	23	29	27	17	0	0	0	0	40	14	49	14	0	0	0	0
gene_2076	3	0	1	3	4	2	8	1	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0
gene_2098	37	27	21	32	21	21	42	8	6	7	10	0	0	0	0	11	7	18	9	0	0	0	0
gene_2103	1	1	0	4	1	2	0	0	0	2	0	0	0	0	0	0	0	2	3	0	0	0	0
gene_2131	100	109	87	95	136	223	214	2	4	6	3	0	0	0	0	18	7	11	7	0	0	0	0
gene_2138	900	723	612	975	814	951	1139	128	137	178	104	2	2	2	0	183	79	120	90	2	0	0	2
gene_2146	72	50	68	102	81	84	84	9	15	26	16	0	0	0	0	40	18	31	17	0	0	0	0
gene_2158	73	59	29	50	45	75	83	13	27	30	18	0	0	0	0	12	19	31	14	0	0	0	0
gene_2164	60	72	64	70	61	53	90	24	44	34	28	0	0	0	0	70	33	62	53	0	0	0	0
gene_2223	38	35	25	52	36	43	62	3	5	11	1	0	0	0	0	24	6	15	13	0	0	0	0
gene_2230	26	35	24	42	29	32	50	4	9	8	2	0	0	0	0	12	6	9	5	0	0	0	0
gene_2233	45	50	34	40	50	32	54	2	7	3	1	0	0	0	0	9	1	3	1	0	0	0	0
gene_2237	56	47	33	45	38	81	63	20	26	33	20	0	0	0	0	57	26	54	15	0	0	0	0
gene_2252	28	13	24	39	30	26	36	1	2	15	9	0	0	0	0	6	3	10	15	0	0	0	0
gene_2254	22	24	31	32	11	25	40	1	7	9	8	0	0	0	0	25	3	11	13	0	0	0	0
gene_2263	10	24	18	30	32	43	32	16	21	10	6	0	0	0	0	13	8	10	15	0	0	0	0
gene_2267	65	65	72	99	66	101	84	20	28	21	19	0	0	0	0	47	12	43	32	0	0	0	0
gene_2273	13	8	20	10	11	6	26	1	2	5	0	0	0	0	0	4	3	8	4	0	0	0	0
gene_2285	21	42	45	45	33	42	52	7	6	7	8	0	0	0	0	26	5	11	17	0	0	0	0
gene_2299	0	0	0	1	0	2	2	0	1	0	1	0	0	0	0	0	0	1	1	0	0	0	0
gene_2314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2317	29	13	11	31	6	21	23	6	6	4	11	0	0	0	0	10	2	15	3	0	0	0	0
gene_2349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2360	71	118	78	117	117	113	167	18	29	36	13	0	0	0	0	61	23	38	33	0	0	0	0
gene_2363	68	64	51	84	120	102	128	17	33	25	19	0	0	0	0	77	16	45	24	0	0	0	0
gene_2367	66	28	28	50	62	87	60	3	2	18	3	0	0	0	0	34	6	6	7	0	0	0	0
gene_2372	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2378	0	4	0	2	2	0	6	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
gene_2391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2409	7	8	6	7	17	13	15	7	10	5	5	0	0	0	0	37	3	11	12	0	0	0	0
gene_2439	22	8	18	22	9	11	13	5	19	20	5	0	0	0	0	6	1	3	1	0	0	0	0
gene_2450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2476	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2479	3	3	9	4	1	3	9	2	1	0	1	0	0	0	0	10	2	5	11	0	0	0	0
gene_2499	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2503	18	27	9	12	11	21	35	7	15	11	11	0	0	0	0	114	94	153	111	0	0	0	1
gene_2506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2515	12	26	10	19	17	23	17	7	8	2	7	0	0	0	0	4	1	10	10	0	0	0	0
gene_2523	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2533	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2552	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2560	20	5	15	20	15	39	13	2	7	4	1	0	0	0	0	25	3	11	11	0	0	0	0
gene_2561	11	15	3	8	10	5	8	1	4	0	4	0	0	0	0	5	1	1	1	0	0	0	0
gene_2565	1	15	3	6	4	11	3	1	0	1	0	0	0	0	0	4	2	6	1	0	0	0	0
gene_2566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2572	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2582	5	2	3	0	2	0	2	1	4	0	2	0	0	0	0	0	1	0	1	0	0	0	0
gene_2584	6	2	2	8	3	2	9	0	4	0	0	0	0	0	0	8	4	3	6	0	0	0	0
gene_2585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2602	2	0	0	1	3	1	3	2	0	3	1	0	0	0	0	5	4	4	0	0	0	0	0
gene_2608	36	23	26	33	37	33	47	7	7	12	2	0	0	0	0	16	10	10	7	0	0	0	0
gene_2630	0	0	8	2	4	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2633	239	248	169	251	204	306	216	20	20	20	19	0	0	0	0	61	41	60	50	0	0	0	0
gene_2648	43	40	19	49	34	40	47	6	2	4	3	0	0	0	0	46	9	24	13	0	0	0	0
gene_2660	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2698	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2713	133	151	146	201	144	161	195	26	46	45	33	0	0	0	0	68	31	61	33	0	0	0	0
gene_2741	31	49	23	40	30	55	46	4	11	8	0	0	0	0	0	19	1	7	9	0	0	0	0
gene_2762	13	13	13	21	19	20	17	6	13	8	7	0	0	0	0	23	2	5	3	0	0	0	0
gene_2766	631	608	465	728	629	693	919	137	233	237	192	0	0	0	0	464	153	290	234	0	0	0	0
gene_2770	24	14	28	43	18	14	33	2	2	3	0	0	0	0	0	7	3	3	4	0	0	0	0
gene_2779	22	10	9	13	34	58	44	5	7	2	5	0	0	0	0	25	5	21	20	0	0	0	0
gene_2781	4	1	0	8	1	10	1	1	0	1	2	0	0	0	0	2	0	3	2	0	0	0	0
gene_2804	309	450	414	425	263	465	437	154	367	250	214	0	0	0	0	1192	425	756	509	0	0	0	0
gene_2816	42	57	52	60	49	49	50	4	9	8	7	0	0	0	0	12	6	17	14	0	0	0	0
gene_2819	1	0	0	3	0	5	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
gene_2858	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2859	27	22	10	20	35	38	32	2	8	0	3	0	0	0	0	6	0	12	2	0	0	0	0
gene_2862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2864	40	39	37	68	49	68	66	7	9	12	6	0	0	0	0	22	9	7	13	0	0	0	0
gene_2872	3	1	1	4	8	3	3	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0
gene_2883	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2943	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_2978	13	15	10	30	11	28	31	2	5	1	3	0	0	0	0	14	3	1	2	0	0	0	0
gene_2995	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0
gene_3017	0	0	1	1	5	6	5	0	1	2	0	0	0	0	0	5	2	6	1	0	0	0	0
gene_3038	24	35	24	17	50	58	44	19	19	25	8	0	0	0	0	36	14	28	22	0	0	0	0
gene_3053	16	17	5	10	14	32	30	5	6	2	1	0	0	0	0	10	2	5	3	0	0	0	0
gene_3084	0	1	0	4	1	1	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3109	83	100	63	124	79	94	107	6	12	12	4	0	0	0	0	12	3	11	7	0	0	0	0
gene_3148	236	154	108	272	240	204	254	35	60	57	42	0	0	0	0	86	39	70	49	0	0	0	0
gene_3149	256	235	168	304	224	288	318	85	98	108	88	0	0	0	0	155	65	158	98	0	0	0	0
gene_3154	64	49	29	39	69	69	92	3	27	15	9	0	0	0	0	12	8	10	18	0	0	0	0
gene_3158	59	83	51	87	92	119	116	19	19	19	11	0	0	0	0	41	18	32	28	0	0	0	0
gene_3177	26	24	32	28	15	33	42	3	10	4	1	0	0	0	0	37	9	18	22	0	0	0	0
gene_3178	9	19	13	27	38	42	32	1	7	8	3	0	0	0	0	33	7	11	3	0	0	0	0
gene_3182	229	281	173	310	244	366	396	71	96	124	55	0	0	0	1	157	79	142	117	0	0	0	0
gene_3196	2	5	1	0	2	5	12	2	3	3	3	0	0	0	0	3	3	3	1	0	0	0	0
gene_3207	6	5	9	7	6	7	10	0	3	3	1	0	0	0	0	2	2	3	1	0	0	0	0
gene_3274	16	37	42	42	21	26	30	3	5	4	1	0	0	0	1	18	4	1	17	0	0	0	0
gene_3279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3287	2	1	0	2	6	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
gene_3310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3311	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3312	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3313	42	33	27	26	39	44	65	9	10	16	20	0	0	0	0	21	8	16	18	0	0	0	0
gene_3328	46	78	57	90	90	76	99	11	20	26	9	0	0	0	0	58	18	23	23	0	0	0	0
gene_3347	456	388	281	539	401	490	585	91	77	144	82	0	0	0	0	97	68	97	73	0	0	0	0
gene_3350	20	18	26	31	27	19	42	8	12	13	13	0	0	0	0	14	15	9	7	0	0	0	0
gene_3406	47	69	31	57	40	56	86	11	16	11	13	0	0	0	0	13	6	20	8	0	0	0	0
gene_3410	0	0	1	5	2	0	0	1	0	1	0	0	0	0	0	4	8	12	8	0	0	0	0
gene_3411	73	120	75	105	113	135	202	42	45	58	31	0	0	0	0	111	55	101	90	0	0	0	0
gene_3414	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
gene_3443	163	195	96	211	173	265	259	42	50	57	67	0	0	0	0	61	38	60	60	0	0	0	0
gene_3477	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0
gene_3513	247	328	282	306	434	433	508	29	91	46	33	10	0	3	0	70	33	42	46	2	9	7	0
gene_3567	4	5	5	2	1	3	6	1	0	1	0	0	0	0	0	9	1	0	1	0	0	0	0
gene_3573	1	4	3	6	3	0	3	0	1	0	0	0	0	0	0	0	0	1	2	0	0	0	0
gene_3630	33	20	14	12	22	15	28	5	5	10	3	0	0	0	0	5	0	14	2	0	0	0	0
gene_3647	136	97	72	122	105	135	112	36	47	31	29	0	0	0	0	76	37	52	42	0	0	0	0
gene_3655	58	60	45	66	41	44	72	14	21	9	21	0	0	0	0	48	16	34	28	0	0	0	0
gene_3661	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0
gene_3687	12	2	3	13	3	0	6	0	0	1	2	0	0	0	0	1	0	5	1	0	0	0	0
gene_3690	25	21	14	45	14	25	31	13	24	28	18	0	0	0	0	30	10	32	27	0	0	0	0
gene_3695	211	241	163	286	310	451	468	92	82	115	91	7	0	0	0	218	80	146	120	0	3	12	1
gene_3702	254	256	126	256	236	289	404	26	48	63	31	0	0	0	0	135	49	85	69	0	0	1	0
gene_3708	1	1	1	0	0	3	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_3712	0	0	0	2	1	0	2	2	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0
gene_3721	132	82	73	123	141	141	142	31	42	42	30	0	0	0	0	85	37	74	81	0	0	0	0
gene_3739	28	29	16	22	29	42	49	15	29	20	19	0	0	0	0	43	21	47	48	0	0	0	0
gene_3757	0	0	0	1	0	0	1	1	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0
gene_3760	0	0	0	0	2	1	1	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0
