Experiment,ID,Plant,Plant2,Microbes,Treatment,System,Bio_rep,Rep,Time,Nb,Root.length.Weight,Seeds
Thalianol,ThaS2_MF_Water_Agar_Rep 1_10_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,10,72h,NA,0.02,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_3_1week,ThaD,ThaD,MF,Water,Agar,Rep 1,3,1week,NA,0.043,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_25_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,25,72h,NA,0.044,45
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_4_72h,ThaH,ThaH,MF,3OMG,Agar,Rep 1,4,72h,NA,0.047,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_18_2weeks,ThaH,ThaH,MF,Water,Agar,Rep 1,18,2weeks,NA,0.047,31
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_12_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,12,72h,NA,0.05,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_34_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,34,72h,NA,0.051,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_17_72h,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,17,72h,NA,0.053,30
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_13_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,13,72h,NA,0.056,37
Thalianol,ThaD_F16_Water_Agar_Rep 1_12_72h,ThaD,ThaD,F16,Water,Agar,Rep 1,12,72h,NA,0.057,21
Thalianol,ThaH_MF_Water_Agar_Rep 1_5_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,5,72h,NA,0.057,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_9_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,9,72h,NA,0.057,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_22_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,22,1week,NA,0.057,30
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_8_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,8,72h,NA,0.059,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_15_72h,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,15,72h,NA,0.06,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_8_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,8,72h,NA,0.065,37
Thalianol,ThaD_F16_Water_Agar_Rep 1_16_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,16,1week,NA,0.067,21
Thalianol,ThaH_MF_Water_Agar_Rep 1_3_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,3,72h,NA,0.067,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_1_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,1,72h,NA,0.071,31
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_24_72h,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,24,72h,NA,0.071,34
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_6_72h,ThaH,ThaH,MF,3OMG,Agar,Rep 1,6,72h,NA,0.072,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_4_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,4,72h,NA,0.073,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_1_2weeks,ThaD,ThaD,MF,Water,Agar,Rep 1,1,2weeks,NA,0.074,39
Thalianol,ThaH_MF_Water_Agar_Rep 1_7_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,7,72h,NA,0.077,31
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_3_2weeks,ThaH,ThaH,MF,3OMG,Agar,Rep 1,3,2weeks,NA,0.077,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_24_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,24,72h,NA,0.077,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_12_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,12,72h,NA,0.079,39
Thalianol,ThaS2_F16_Water_Agar_Rep 1_15_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,15,1week,NA,0.081,30
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_13_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,13,72h,NA,0.082,27
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_5_72h,ThaH,ThaH,MF,3OMG,Agar,Rep 1,5,72h,NA,0.083,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_1_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,1,72h,NA,0.083,45
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_6_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,6,72h,NA,0.084,27
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_13_72h,ThaD,ThaD,MF,3OMG,Agar,Rep 1,13,72h,NA,0.086,27
Thalianol,Col0_F16_3OMG_Agar_Rep 1_15_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,15,72h,NA,0.089,34
Thalianol,ThaS1_MF_Water_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-1,MF,Water,Agar,Rep 1,2,2weeks,NA,0.089,32
Thalianol,ThaS2_MF_Water_Agar_Rep 1_18_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,18,72h,NA,0.089,45
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_20_2weeks,ThaD,ThaD,MF,3OMG,Agar,Rep 1,20,2weeks,NA,0.09,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_7_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,7,72h,NA,0.09,33
Thalianol,ThaS2_MF_Water_Agar_Rep 1_13_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,13,72h,NA,0.09,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_35_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,35,72h,NA,0.09,45
Thalianol,ThaH_MF_Water_Agar_Rep 1_4_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,4,72h,NA,0.091,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_9_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,9,72h,NA,0.091,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_14_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,14,72h,NA,0.091,31
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_5_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,5,72h,NA,0.091,33
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_12_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,12,72h,NA,0.091,33
Thalianol,ThaH_F16_Water_Agar_Rep 1_4_72h,ThaH,ThaH,F16,Water,Agar,Rep 1,4,72h,NA,0.092,33
Thalianol,ThaH_F16_Water_Agar_Rep 1_12_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,12,1week,NA,0.092,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_20_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,20,72h,NA,0.092,37
Thalianol,ThaS2_F16_Water_Agar_Rep 1_29_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,29,1week,NA,0.092,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_27_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,27,72h,NA,0.093,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_13_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,13,1week,NA,0.093,21
Thalianol,Col0_F16_3OMG_Agar_Rep 1_8_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,8,72h,NA,0.094,34
Thalianol,ThaH_MF_Water_Agar_Rep 1_11_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,11,72h,NA,0.095,31
Thalianol,ThaH_MF_Water_Agar_Rep 1_13_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,13,72h,NA,0.095,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_36_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,36,72h,NA,0.095,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_7_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,7,72h,NA,0.097,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_22_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,22,72h,NA,0.098,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_8_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,8,72h,NA,0.099,45
Thalianol,ThaD_MF_Water_Agar_Rep 1_1_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,1,72h,NA,0.1,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_4_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,4,72h,NA,0.102,39
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_5_72h,ThaD,ThaD,MF,3OMG,Agar,Rep 1,5,72h,NA,0.102,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_7_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,7,72h,NA,0.102,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_11_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,11,72h,NA,0.104,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_28_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,28,72h,NA,0.104,39
Thalianol,ThaH_F16_Water_Agar_Rep 1_3_72h,ThaH,ThaH,F16,Water,Agar,Rep 1,3,72h,NA,0.104,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_17_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,17,72h,NA,0.104,37
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_1_72h,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,1,72h,NA,0.104,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_25_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,25,72h,NA,0.105,37
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_7_2weeks,ThaH,ThaH,F16,3OMG,Agar,Rep 1,7,2weeks,NA,0.106,33
Thalianol,Col0_F16_3OMG_Agar_Rep 1_14_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,14,72h,NA,0.107,34
Thalianol,ThaD_F16_Water_Agar_Rep 1_18_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,18,1week,NA,0.107,21
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_1_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,1,72h,NA,0.108,33
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_6_1week,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,6,1week,NA,0.109,37
Thalianol,ThaH_F16_Water_Agar_Rep 1_7_72h,ThaH,ThaH,F16,Water,Agar,Rep 1,7,72h,NA,0.11,33
Thalianol,Col0_MF_Water_Agar_Rep 1_9_72h,Col0,Col0,MF,Water,Agar,Rep 1,9,72h,NA,0.111,43
Thalianol,ThaD_F16_Water_Agar_Rep 1_8_72h,ThaD,ThaD,F16,Water,Agar,Rep 1,8,72h,NA,0.111,21
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_10_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,10,72h,NA,0.111,37
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_4_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,4,2weeks,NA,0.112,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_14_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,14,72h,NA,0.112,37
Thalianol,ThaS2_F16_Water_Agar_Rep 1_16_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,16,1week,NA,0.112,30
Thalianol,Col0_F16_Water_Agar_Rep 1_18_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,18,2weeks,NA,0.113,30
Thalianol,Col0_MF_Water_Agar_Rep 1_25_72h,Col0,Col0,MF,Water,Agar,Rep 1,25,72h,NA,0.114,43
Thalianol,Col0_F16_Water_Agar_Rep 1_2_72h,Col0,Col0,F16,Water,Agar,Rep 1,2,72h,NA,0.114,30
Thalianol,ThaD_MF_Water_Agar_Rep 1_14_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,14,72h,NA,0.114,39
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_10_72h,ThaD,ThaD,MF,3OMG,Agar,Rep 1,10,72h,NA,0.114,27
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_6_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,6,2weeks,NA,0.114,27
Thalianol,ThaD_MF_Water_Agar_Rep 1_11_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,11,72h,NA,0.115,39
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_3_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,3,72h,NA,0.115,33
Thalianol,ThaH_F16_Water_Agar_Rep 1_5_72h,ThaH,ThaH,F16,Water,Agar,Rep 1,5,72h,NA,0.116,33
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_18_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,18,1week,NA,0.117,27
Thalianol,ThaH_F16_Water_Agar_Rep 1_6_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,6,1week,NA,0.117,33
Thalianol,Col0_F16_Water_Agar_Rep 1_4_72h,Col0,Col0,F16,Water,Agar,Rep 1,4,72h,NA,0.118,30
Thalianol,ThaS2_F16_Water_Agar_Rep 1_3_72h,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,3,72h,NA,0.118,30
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_12_72h,ThaD,ThaD,MF,3OMG,Agar,Rep 1,12,72h,NA,0.119,27
Thalianol,ThaD_F16_Water_Agar_Rep 1_6_72h,ThaD,ThaD,F16,Water,Agar,Rep 1,6,72h,NA,0.119,21
Thalianol,ThaH_MF_3OMG_Agar_Rep 1_3_72h,ThaH,ThaH,MF,3OMG,Agar,Rep 1,3,72h,NA,0.119,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_27_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,27,1week,NA,0.12,45
Thalianol,Col0_MF_3OMG_Agar_Rep 1_21_72h,Col0,Col0,MF,3OMG,Agar,Rep 1,21,72h,NA,0.121,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_12_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,12,72h,NA,0.121,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_23_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,23,72h,NA,0.121,37
Thalianol,ThaS2_F16_Water_Agar_Rep 1_30_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,30,1week,NA,0.121,30
Thalianol,ThaD_MF_Water_Agar_Rep 1_22_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,22,72h,NA,0.122,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_12_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,12,72h,NA,0.122,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_30_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,30,72h,NA,0.122,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_35_2weeks,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,35,2weeks,NA,0.122,45
Thalianol,Col0_F16_Water_Agar_Rep 1_25_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,25,2weeks,NA,0.123,30
Thalianol,ThaD_MF_Water_Agar_Rep 1_27_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,27,72h,NA,0.125,39
Thalianol,ThaH_MF_Water_Agar_Rep 1_10_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,10,1week,NA,0.125,31
Thalianol,Col0_MF_Water_Agar_Rep 1_39_1week,Col0,Col0,MF,Water,Agar,Rep 1,39,1week,NA,0.126,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_4_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,4,72h,NA,0.126,45
Thalianol,Col0_MF_Water_Agar_Rep 1_32_72h,Col0,Col0,MF,Water,Agar,Rep 1,32,72h,NA,0.127,43
Thalianol,Col0_F16_3OMG_Agar_Rep 1_25_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,25,72h,NA,0.127,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_3_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,3,72h,NA,0.127,39
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_7_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,7,1week,NA,0.127,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_8_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,8,1week,NA,0.127,33
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_23_72h,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,23,72h,NA,0.127,34
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_7_2weeks,ThaD,ThaD,F16,3OMG,Agar,Rep 1,7,2weeks,NA,0.128,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_29_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,29,72h,NA,0.128,45
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_25_72h,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,25,72h,NA,0.128,34
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_22_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,22,72h,NA,0.129,37
Thalianol,ThaD_F16_Water_Agar_Rep 1_10_72h,ThaD,ThaD,F16,Water,Agar,Rep 1,10,72h,NA,0.13,21
Thalianol,ThaD_F16_Water_Agar_Rep 1_1_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,1,1week,NA,0.13,21
Thalianol,ThaH_MF_Water_Agar_Rep 1_10_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,10,72h,NA,0.13,31
Thalianol,ThaD_MF_Water_Agar_Rep 1_5_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,5,72h,NA,0.131,39
Thalianol,ThaD_F16_Water_Agar_Rep 1_2_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,2,2weeks,NA,0.131,21
Thalianol,ThaS2_F16_Water_Agar_Rep 1_1_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,1,1week,NA,0.131,30
Thalianol,Col0_MF_3OMG_Agar_Rep 1_18_72h,Col0,Col0,MF,3OMG,Agar,Rep 1,18,72h,NA,0.132,31
Thalianol,ThaD_F16_Water_Agar_Rep 1_1_2weeks,ThaD,ThaD,F16,Water,Agar,Rep 1,1,2weeks,NA,0.132,21
Thalianol,ThaS2_MF_Water_Agar_Rep 1_19_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,19,72h,NA,0.132,45
Thalianol,ThaS2_F16_Water_Agar_Rep 1_28_1week,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,28,1week,NA,0.132,30
Thalianol,ThaD_MF_Water_Agar_Rep 1_19_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,19,72h,NA,0.133,39
Thalianol,ThaH_F16_Water_Agar_Rep 1_6_2weeks,ThaH,ThaH,F16,Water,Agar,Rep 1,6,2weeks,NA,0.133,33
Thalianol,Col0_MF_3OMG_Agar_Rep 1_17_72h,Col0,Col0,MF,3OMG,Agar,Rep 1,17,72h,NA,0.134,31
Thalianol,ThaS2_MF_Water_Agar_Rep 1_27_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,27,72h,NA,0.134,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_41_1week,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,41,1week,NA,0.134,45
Thalianol,Col0_F16_Water_Agar_Rep 1_5_72h,Col0,Col0,F16,Water,Agar,Rep 1,5,72h,NA,0.135,30
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_10_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,10,72h,NA,0.135,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_9_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,9,72h,NA,0.135,33
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_11_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,11,72h,NA,0.135,33
Thalianol,ThaH_MF_Water_Agar_Rep 1_8_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,8,1week,NA,0.135,31
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_1_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,1,2weeks,NA,0.135,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_2_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,2,2weeks,NA,0.135,37
Thalianol,ThaS2_F16_3OMG_Agar_Rep 1_16_2weeks,ThaS1,ThaS1-2,F16,3OMG,Agar,Rep 1,16,2weeks,NA,0.135,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_13_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,13,72h,NA,0.136,39
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_1_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,1,72h,NA,0.136,27
Thalianol,ThaS2_MF_Water_Agar_Rep 1_20_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,20,72h,NA,0.136,45
Thalianol,ThaS2_MF_Water_Agar_Rep 1_33_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,33,72h,NA,0.136,45
Thalianol,Col0_F16_Water_Agar_Rep 1_19_72h,Col0,Col0,F16,Water,Agar,Rep 1,19,72h,NA,0.137,30
Thalianol,Col0_F16_3OMG_Agar_Rep 1_2_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,2,72h,NA,0.137,34
Thalianol,ThaH_F16_Water_Agar_Rep 1_9_72h,ThaH,ThaH,F16,Water,Agar,Rep 1,9,72h,NA,0.137,33
Thalianol,Col0_MF_Water_Agar_Rep 1_13_72h,Col0,Col0,MF,Water,Agar,Rep 1,13,72h,NA,0.139,43
Thalianol,Col0_F16_Water_Agar_Rep 1_13_2weeks,Col0,Col0,F16,Water,Agar,Rep 1,13,2weeks,NA,0.139,30
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_10_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,10,72h,NA,0.139,33
Thalianol,ThaS2_F16_Water_Agar_Rep 1_1_2weeks,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,1,2weeks,NA,0.139,30
Thalianol,Col0_F16_Water_Agar_Rep 1_9_72h,Col0,Col0,F16,Water,Agar,Rep 1,9,72h,NA,0.14,30
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_16_1week,ThaD,ThaD,F16,3OMG,Agar,Rep 1,16,1week,NA,0.14,27
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_13_1week,ThaH,ThaH,F16,3OMG,Agar,Rep 1,13,1week,NA,0.14,33
Thalianol,ThaH_MF_Water_Agar_Rep 1_15_1week,ThaH,ThaH,MF,Water,Agar,Rep 1,15,1week,NA,0.141,31
Thalianol,ThaS2_F16_Water_Agar_Rep 1_5_72h,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,5,72h,NA,0.141,30
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_18_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,18,72h,NA,0.142,37
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_24_2weeks,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,24,2weeks,NA,0.142,37
Thalianol,Col0_MF_Water_Agar_Rep 1_21_72h,Col0,Col0,MF,Water,Agar,Rep 1,21,72h,NA,0.143,43
Thalianol,ThaH_MF_Water_Agar_Rep 1_6_72h,ThaH,ThaH,MF,Water,Agar,Rep 1,6,72h,NA,0.143,31
Thalianol,ThaH_F16_Water_Agar_Rep 1_8_1week,ThaH,ThaH,F16,Water,Agar,Rep 1,8,1week,NA,0.143,33
Thalianol,ThaS2_F16_Water_Agar_Rep 1_6_72h,ThaS1,ThaS1-2,F16,Water,Agar,Rep 1,6,72h,NA,0.143,30
Thalianol,Col0_MF_Water_Agar_Rep 1_23_72h,Col0,Col0,MF,Water,Agar,Rep 1,23,72h,NA,0.144,43
Thalianol,ThaD_F16_3OMG_Agar_Rep 1_3_72h,ThaD,ThaD,F16,3OMG,Agar,Rep 1,3,72h,NA,0.144,27
Thalianol,ThaD_MF_3OMG_Agar_Rep 1_16_1week,ThaD,ThaD,MF,3OMG,Agar,Rep 1,16,1week,NA,0.144,27
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_7_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,7,72h,NA,0.144,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_10_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,10,72h,NA,0.145,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_15_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,15,72h,NA,0.145,39
Thalianol,ThaD_MF_Water_Agar_Rep 1_21_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,21,72h,NA,0.145,39
Thalianol,Col0_F16_3OMG_Agar_Rep 1_7_2weeks,Col0,Col0,F16,3OMG,Agar,Rep 1,7,2weeks,NA,0.146,34
Thalianol,ThaD_MF_Water_Agar_Rep 1_26_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,26,72h,NA,0.146,39
Thalianol,ThaS2_MF_Water_Agar_Rep 1_14_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,14,72h,NA,0.146,45
Thalianol,ThaS2_MF_3OMG_Agar_Rep 1_24_72h,ThaS1,ThaS1-2,MF,3OMG,Agar,Rep 1,24,72h,NA,0.146,37
Thalianol,ThaD_MF_Water_Agar_Rep 1_8_72h,ThaD,ThaD,MF,Water,Agar,Rep 1,8,72h,NA,0.147,39
Thalianol,ThaD_F16_Water_Agar_Rep 1_8_1week,ThaD,ThaD,F16,Water,Agar,Rep 1,8,1week,NA,0.147,21
Thalianol,ThaS1_MF_3OMG_Agar_Rep 1_1_2weeks,ThaS1,ThaS1-1,MF,3OMG,Agar,Rep 1,1,2weeks,NA,0.147,38
Thalianol,Col0_F16_3OMG_Agar_Rep 1_6_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,6,72h,NA,0.148,34
Thalianol,Col0_MF_Water_Agar_Rep 1_32_1week,Col0,Col0,MF,Water,Agar,Rep 1,32,1week,NA,0.148,43
Thalianol,ThaS2_MF_Water_Agar_Rep 1_21_72h,ThaS1,ThaS1-2,MF,Water,Agar,Rep 1,21,72h,NA,0.148,45
Thalianol,Col0_F16_3OMG_Agar_Rep 1_28_72h,Col0,Col0,F16,3OMG,Agar,Rep 1,28,72h,NA,0.149,34
Thalianol,ThaH_F16_3OMG_Agar_Rep 1_6_72h,ThaH,ThaH,F16,3OMG,Agar,Rep 1,6,72h,NA,0.149,33
